type,uri,element,value
collectionobjects,/collectionobjects/af479b4b-8e2f-4bb2-af99,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f46bf75d-aabf-4a27-b047,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/119a5449-c7be-42d6-839e,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/51b964de-1c7b-4158-9cfb,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/4ad19117-5508-45c1-b6df,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/47a4fc33-5041-47a8-8095,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/c7f83872-9f6e-4963-aa09,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/70ece787-867d-426e-a26f,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/862082fb-f017-4c4c-8f4a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/1c3c984f-eb0a-4577-828a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/2145c96a-cd2a-4c49-a85d,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/56104f7a-9c5f-451c-81e0,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/fa43da5b-227e-4f0a-ae91,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/9c96bce4-52b4-4055-ac57,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/64fe73c9-a744-4d35-9edc,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/2f33d0e4-58f9-451c-97ed,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/fb3de570-5f5b-4824-942c,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/fb798bc3-d2ff-4db0-ba5c,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/d456fd75-b7e7-47c8-b697,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/36d2ca2d-f3a4-4353-b38e,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/84e3bf9a-1f4f-4a9e-b268,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/62f15519-3d4f-45b8-9179,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/36e45d80-0519-405c-9b12,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/1ba4987a-1a40-480d-966e,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/4d73e8d8-0677-4dd3-9d81,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b75dbba5-4838-43fd-9401,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/cd1b897c-afc5-4c90-b1d5,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b8e06849-6a8e-42e1-b938,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/a51c06e7-d39f-4998-b4d3,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/a7d38fab-42b1-4778-be1c,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/3ee2ae4b-7c78-4539-82f2,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/d312e641-e211-4602-ad5a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ff8aa23f-dc47-4f01-9f31,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/81ec9bf6-760f-4007-8bca,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/9230f61a-6b7c-47bf-b0ac,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/eb26b3df-b624-4855-a872,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/4b685a8c-a6ba-4af6-96c0,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b338259f-08eb-484f-b268,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/4f8a7b03-3577-45f6-aa36,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/88b41d01-d7a5-41bc-9c13,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/23776598-e6a6-45be-8345,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/7c6e407c-d17b-46da-a773,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/d18fd34e-3909-4128-8a83,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f9fdd403-dd35-4d6d-a6ee,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/d75d8d0e-cc66-453d-b218,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f8b7d9f3-a346-4cb8-8572,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/35fb93cb-f976-4266-b64f,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/5d91c407-5ec0-49fd-bd9e,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/978434ac-0098-4421-8237,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/db8644a8-9b1d-46bd-85ee,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/d2c91323-7104-4315-8cdb,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/3c7b8731-dbcb-4e91-8967,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/bee2ea42-054d-4539-8a34,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/a4e6e235-bcb4-43d1-8623,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/6c91ec50-f1cc-4790-b9db,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/a94e4f3d-f11b-4f14-988b,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/a76284d3-4463-4078-8494,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/6a44bc37-cdd8-4fe6-a088,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/1b65ae21-b042-49a5-82a1,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/6679dc20-a668-40b7-981a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ed44e717-6029-41a1-91a7,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/423c4083-3c0f-4994-bd65,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/1855ce56-4da5-4e7a-be51,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/47594f86-de3a-4fde-bde5,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/05d98ba7-107c-4e89-b514,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/3e0a5254-63fc-4a06-b7ce,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/1705e7ae-e956-44ef-a0ac,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/643b66d8-ed4e-45e9-9f9d,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/d621afe2-9a33-44fd-9208,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/63e264c3-88c7-473b-bd81,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/aa925456-2200-4b91-9043,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/4135dd9d-fea2-4ebf-a043,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/9445568b-c3f5-48f4-be11,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/99ebe9dc-15da-4bdd-b165,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/73ae48c0-047e-4867-bb54,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b61b8041-d7d0-42fb-b0fd,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/54474e9a-bd80-408b-a4e2,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/416ca9c1-12e9-44c4-a567,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/7ab2ee65-bc94-4903-9a97,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f41e0aa9-9541-4128-a59a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/6bb10d01-3eec-4ad7-bff3,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/8b47d96c-99ee-4e9c-b53f,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/0b8e8650-5438-41d2-a80c,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/3353d669-0879-4bfd-ad39,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f2fd2da8-b9e0-4c2c-8d00,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/52711387-7f47-4a7c-957d,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/88eb7e55-0ca9-4f53-a63d,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/85ce2414-12e4-4604-b561,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/294c3221-1cfc-4de4-8a0d,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/8c952f38-6a45-4cf6-847c,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/4bd0438c-dca2-4181-93e5,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/d4fd130b-8ef9-4b8b-8bf5,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/19f0822c-db25-4d1f-8584,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/8e72f8bb-5357-4f19-bac7,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/55dc14bc-71a2-4fb1-a397,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/d41f399e-9019-4f48-b50c,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/62b22ba7-f66f-4be9-9d53,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f5f79136-84b7-4a15-a11b,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/d27302c6-8a45-452b-8a55,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/a521ca92-afb2-4b19-ac27,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/bee39319-ab8f-42a7-afef,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/e9dee3df-9d18-46bb-8bb7,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/2cfd3c76-7138-4f69-9a59,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/46f0560b-1a62-4e17-b44a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/e4f39cf3-315c-4090-ac01,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b97c3681-434b-4e93-9b44,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/bc75064e-b588-4e4f-b627,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/398c1520-a863-4cb6-85d6,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/7c45a40f-82cd-4264-9b79,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/46730dbe-56ab-4b61-a0bc,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/db46c691-025e-4337-ab7a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/9c2ce5bb-9106-4122-84ea,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/d54b2840-f58c-42c8-8487,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/fdeed14f-8003-448f-be42,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/a8fc382e-8e26-4ad0-8e08,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/8dd2e4f9-e765-4b68-b70c,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/00fbca34-f7b4-46d8-84af,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/58c55baf-6862-4f05-9cc0,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/0c0cc8e9-3f5d-48be-a8ee,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/c3a07b86-66b0-4464-8150,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/80dc1af2-7666-44dd-908a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/3d3a5720-5b60-4d6f-b747,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f019f125-c1e8-4d7c-a142,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/67b55536-db40-4f7b-bb82,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f5d8f836-12e1-4cd7-8c89,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b6bac11c-43c7-4865-84e4,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/509e0f24-c5b3-4287-aa2f,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/2a0f8bc5-f2d2-4b5d-a720,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/63eddb88-b3a3-4d99-9def,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/8f85dfaa-350e-4379-8c6c,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/65fcb7ba-3cc2-4b57-90e5,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b49985eb-de7b-49cb-870a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/2bb79b77-4560-4987-88a2,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/2614efef-3283-42ee-adc2,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/7b954551-bb7e-4a35-a186,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/df70512b-81b4-4eeb-b97e,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/84c6c4ad-0455-4cea-867f,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f500b3f4-5e56-455e-8a82,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/71a32cf5-b783-41c2-adf9,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/e5a2c310-245e-4fa3-950c,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/3acf4a12-d31b-4dfb-ae20,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/a7777423-dd56-420e-9d59,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/e4fd7e9f-fbec-4a3d-8d33,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/fa4a6b67-5f5b-4071-8150,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/d2225c32-d8c2-47c7-9771,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/5872e3f9-908d-4ea2-ad8b,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/6974634b-591f-49e9-903c,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/1eb2c997-b7f6-4dde-b2d2,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f0ac83b1-8308-4bc6-85be,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/3df794fc-8cdb-42c3-97fa,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/0642012a-b104-4727-82d6,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/1df2935d-7ffe-483d-9306,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ab9500ea-d63a-4164-9d08,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/e7937f7a-16c0-466a-ae2f,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/248ced91-22d3-4e56-b1b9,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/6fdccdad-3ae8-4e73-9a6c,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/3ea000e7-e679-4b9c-97e9,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/25eeff11-c698-43e5-84eb,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/65c584ed-9ab2-4486-951e,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/4af5390f-7bd6-4da5-81bf,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f2ccbc0d-839e-4b83-9cf4,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/2def1286-b4b0-43cd-88b8,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/98fad1c2-90c6-47d9-86be,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/2c06bead-f9e0-46d9-9f64,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/98c69969-4909-4134-be0e,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/cdc2216c-a458-4d73-8b30,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ee8d06e7-f130-4c30-b9e7,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/95baeda7-c35f-418a-a690,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/1a523ce4-52a7-4712-a325,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/96315369-dfe4-4beb-8239,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/4bf4fa9b-76b2-498d-a73d,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/80e86acd-94ce-402b-828c,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/cd206cca-e207-4bf6-a411,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/fbb70cb2-5193-44e4-ac77,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ca72889a-d0b9-47c6-8442,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f7f44012-b80a-41a7-99c9,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/98c917eb-0b58-48a4-885f,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/bef2a1df-a3da-4969-9441,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/1738cb63-09fd-4996-9051,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/94749081-2fad-4337-8b51,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/e0767034-9ea1-4e4f-8023,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/16e7ca02-d786-4afb-b7b5,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b25f62d1-18bd-4226-b59e,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/573c178c-de40-47c0-9154,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/c2e6b3b1-56c5-4bc5-a1ed,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/509c5d09-1e9f-47ec-a90a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/323ad8c5-d90a-4611-897e,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/76c88676-268d-4dcb-b3f6,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b3fbd51e-25a1-4379-9fb9,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/a74c119a-1637-4119-b781,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b1cc1e51-6a6c-4d7d-9505,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/c113e8d0-7573-4fc5-863a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/124df189-b75f-46d7-bbb9,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/9138c000-0ab1-4afb-844a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f0341751-8975-4d1d-b806,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/a6a07fff-34bc-431d-a466,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/a99f8cbe-2077-43af-b4b6,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/02a50cbe-49d3-42d4-8892,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/4eb8c652-b0fe-49dc-b1d6,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/fc5a30a6-b3de-4c08-b03f,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/23293293-f436-4a94-b4ab,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/101d4f9a-9a62-4567-959c,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/47cb2296-1efc-4290-8850,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/556ffabb-0082-4be0-8559,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/3c055294-4052-4583-ba2e,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/e1ce85f2-9872-418a-a8c0,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/e0bef51b-55f5-4755-9c9f,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/a79903a9-e2dc-41ef-9d09,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/99232038-1f91-4f67-923d,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b452e454-8201-43ce-98bc,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/e85dc096-a55c-4a3c-b4b1,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b652b2cb-a7ef-45dd-aade,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/3df925e7-f093-4cf1-9533,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/dce8634c-50f6-412a-9613,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/574dce2e-b1d4-49bf-b4a6,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/37e37ba0-4f10-4f62-ab12,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/8d434587-fc32-4b80-8566,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ce4562b1-7925-4531-a8bf,responsibleDepartment,artcollection
